1 место жюри отдали австралии телезрители россии а победила украина������ театр абсурда,1
1 нравы территории 404 воруют дерутся стреляют таскают гранаты и примыкают к злу новости,1
1 ныть о том что холодно 2 проигнорировать перчатки,1
1 украинец стоит 2 русских украинец в 2 раза ценнее русск путин за 1 смог выменять 2 своихнебросаем,1
1 украинец стоит 2 русских украинец в 2 раза ценнее русск путин за 1 смог выменять 2 своихнебросаем путинвсехпереиграл вангую,1
2% здравствуй статистическая погрешность насралося йоговисокоповажнiсть,0
2000 учнів початкових шкіл мукачева безкоштовно переглянуть мультфільм в кінотеатрі відео,1
2005 рік україна,0
200 проц по зрадометру,0
200 тысяч волонтеров майдан українкинайкращі волонтери ато українаєдина,1
20 10 16 киевляне мы не можем постирать и помыться kyiv ukraine україна українецьфолловитьукраїнця,1
2014 vs 2016 историяперемог,0
20днів боротьби і таки віджав мерство в swarm на офісі це,1
21й век на дворе а в киеве в подвалах и подъездах нашествие блох эуропа блин  бетатестинг жопа путинвовсемвиноват,0
22 марта конституционный суд в третий раз попытается отменить закон о люстрации,0
23 декабря +10 в киеве +11 во львове и +12 в варшаве даже при януковиче такого не было,0
24 07 1990 над києвом вільно підняли синьо жовтий прапор київ ссср москва,1
24 11 2013 чи 2023 чи вже і ще яник обісрався,0
24 минута первого тайма и сборная украина ударила 1 й раз по воротам северной ирландии это всё что нужно знать о реформах порошенка,0
25000 км пiд колесами украïнцiв,1
2 5 млн евро на научные исследования украинка получила премию им лейбница украина,1
27 травня 2016 року перемиря у всій красі україна россия майдан порошенко ато донбасс крым війна,0
28 04 16 как то мало в ленте предлагаю флешмоб выдумывать дурацкие задачки для учебника по математике,0
2 года гидности тм успехи украины 5 0 в чистом небе 1 небо украины от самолетов чисто символперемог,0
2 года после майдана судя по ценам и тарифам на жкх украина уже в европе судя по зарплатам догоняем габон здобули,0
2 жінки зара у віце спікерах білявка та брюнетка треба риженьку у спікери,1
2 підписали протокол щодо прогресу далі раунд у києві стоімо буде uatrade uatr,1
2 роки на дні чому економіка україни почала рости гдереформы,0
2 экза за день,1
2 эталонныедебилы майданофилия,1
30 лайків якщо так і далі піде буду змушений переробити власну фб сторінку на профайл кота бублика — feeling envy,0
3 14здец какая то тотальная,0
3 14здець чи,0
31 августа 2015 года пытались убить украинскую кон новости конституция изменения,0
335 за судебную реформу инициатором которой является президент – это его персональная политическая,1
3700 проголосували з енного разу зподачі ско***и гройсмана,0
3да это сокращение от сарказм,0
3 й майдан все революция 3майдан киев украина хунта белый_молот политика тимошенко,0
3 миллиарда дополнительно из бюджета на субсидии в связи с подорожанием газа всего 40 миллиардов на год,1
3 оскара это довольна,1
3 разве плохо см пред твиты чем а тем что нын влада была бы не влада и крали бы меньше и у пети доход был бы в 7р меньше а це,0
40% щеневмерлых горомадян потенциальные гастарбайтеры в общем это колоссальная и славаукраини,1
404 а я просто жрал салаты и пил шампанское под,1
404 военно морской плот дал течь а чудо оружие заржавело видео потерьнет,0
404 и трибалтика новые перемоги над москалями экономика покаещеукраина новости россия,1
404 как перемоги конвертируются в зрады новости экономика америка покаещеукраина,0
404 как перемоги конвертируются в зрады покаещеукраина новости экономика америка,0
404 когда даже обереги не работают ихнравы покаещеукраина цирк новости укры,1
404 лето заканчиается а генотьба нет кризис экономика покаещеукраина новости,0
404 лето заканчиается а генотьба нет экономика покаещеукраина новости кризис,0
404 поздравительная генотьба покаещеукраина новости экономика кризис,1
404 поздравительная генотьба экономика кризис покаещеукраина новости,1
404 сдана с потрохами покаещеукраина цирк новости укры ихнравы,0
404 это наша корова и мы ее доим европа экономика политика покаещеукраина новости,0
40 минут до победы украины на че2016 по футболу uefa,1
4 11 14 50 вр закрыли до 15 11 4 11 15 16 сбу заявила что новинский покинул украину это вы должны знать об укр политике,0
4496 верховная рада проголосовала законопроект который упрощает жизнь все кто фрилансит или на,1
4496 прийняли в першому читанні,1
46 украинских военных покинули часть в николаевской области из за условий содержания это же,1
473 разработки украинских учёных из 50 институтов,1
4 е января зрадофилы лучше б вы бухали дальше,0
50 77 крутитьнаждак,0
50 судьям объявлено подозрение в госизмене суд гпу крым крымнаш симферополь,0
50 танков карл юмор возмездиенеизбежно,0
51 великий платник податків тепер обслуговуватиметься в полтаві якщо,1
51 страна воевала против фашистской германии вов победа 9мая 9травня,1
5 выборы по нашим законам 6 цвк оик формируются гражданами украины 7 законность обеспечивают мвс сбу гпу и суды украины в чём,0
5канал кращий інформаційний канал 2015 року за версією премії людинароку,1
5 карл 5 чоловік побажали мені добраніч і продовжують сидіти у фб добраніч короче,0
5 минута мы до сих пор не пропустили,1
5 небольших для иностранцев в системе госзакупок prozorro,0
5 позитивних повоєнних історій тих хто повернувся з фронту через,1
7 ой сезон игры престолов будет состоять из 7 ми серий и выйдет летом а 8 ой сезон будет последним там тоже будет меньше 10 серий,0
7 історій про польських депутатів що не підтримали геноцид на волині поразка,0
80% of news feed with several hashtag bancocacola  banpepsico  — feeling shocked,0
80% хто кричить про не мають справжньої аватарки імя немає сміливості висловлюватися тут то чи буде сміливість хоч колись публічно,0
80 лвл господа,0
8 ма золота медаль,1
95% школьников днр выбрали для сдачи гиа русский язык здобулы,0
96 років тому у вінниці зібрали національну раду детальніше історія вінниця,1
9ачemпіонu грамотанаша,1
9мая обращение к украинскому патриоту злой иван №26 с иваном победой київ україна українці,1
according to independent monitor yanukovych cadre vilkul is winning kryvyirih mayoral elections ukraine,0
achievement unlocked вперше гуляли з мамою від метро і проговорили весь шлях українською,1
achtung achtung pepsi,0
alarm папа римский по просьбе депутата коммуниста из госдумы надел георгиевскую ленточку фото,0
almost missed todays,1
alstom обсудит с уз перспективу поставок двухсистемных локомотивов,1
american this aicle literally reads as though inteviewing a gross old kgb man sexually aroused,0
anastasiya leukhina arseniy finberg,0
anatoliy nikolaychuk вважаю що це,1
andy_saichuk два з трьох героїв нашої програми про реформу ua перший звільнилися,0
anti_zrada я ненавижу воевать с россией всепропало порохвиноват,0
atr уезжает в литву из за отсутствия финансирования из бюджета б у главред atr осман пашаев хорошо украина майдан реалии сми,1
audi a3 гбо,0
audi a6 гбо,0
audi q7 газ,0
banderastan ukraine майдан україна pеформa,1
banks in ukraine are ranked to be the worst in the world in terms of soundness according to the gcr davos2016,1
bard свежая александр зубченко,0
bloomberg гривна установила антирекорд 2016года украина гривна экономика политика,0
bloomberg на этот раз не путин украина заигрывает с политическим самоубийством как это так не путин,0
bloomberg темпы роста экономики украины вернулись к показателям 2013 года,1
bloomberg темпы роста экономики украины вернулись к показателям 2013 года …,1
bluboo picasso 3g – четырехъядерный android смартфон за $70 android,0
bmw 523 f10 гбо,0
bmw e60 530i гбо,0
bmw m5 на газу,0
borys filatov пише що загід краснов дружбан царьова і медведчука пролетів на виборах до вр у дніпрі і це однозначно,1
breaking news украинская группа победила на международном конкурсе sinoptik,1
breaking важливо україна таки отримає безвізовий режим з єс – звіт єврокомісії,1
breaking інфоволонтер сіє,0
brent уже 37 01,0
brexit бурление продолжается,0
brexit в переводе на свидомый,0
brkng детектед опубликованы фотодоказательства близости порошенко к российским финансовым структурам,0
bzhlife давно мечтали установить лавочку отремонтировать дорогу или обустроить сквер подавайте сво…,1
c 1 марта 2016 года будет снижена пошлина на посылки из за рубежа в украину,1
canal+ повторит фильм про майдан т к фильм вызвал большой интерес у граждан что ни делают хохлы всегда получается,0
cctv by brynzagram,0
coca cola вот воно найбільше зло в україні нет coca colaban,0
coca cola окончательно продалась кремлю,0
coca cola официально извинилась за публикацию карты рф с оккупированным крымом,1
cocacola сугс,0
coca cola хохлы фееричные долбоебы задолбали уже весь мир своим нытьем дебилыблядь,0
congratulations ukraine eurovision eurovision2016 sta booking your tickets to kyiv,1
crimea breathes a sigh of relief ukraine concedes defeat on the underwater front,1
cліпий траст україна майдан революція порошенко,0
denis pyatigorets with денис пятигорець трохи вранішніх новин 1 1 десь у паралельному всесвіті,0
denis pyatigorets трохи вранішніх новин 1 1 десь,0
der untermensch всесразудосталикошельки аберрациясознания страна404 крутитьнаждак,0
designers brought in from ukraine to decorate moscow for victory day,1
despro децентралізація подивіться відео про реалізацію проекта зі збору та вивозу сміття у селах,1
dobrinya nikitich  с уничтожением праздник 23 февраля мне перестали дарить,1
dpr style осторожно потребляя информацию думайте головой,0
dw_ukrainian андрій бондар емоційна панацея від проблем рятівний психологічний дискомфорт авторськако…,0
dw_ukrainian андрій бондар конференція екзорцистів або як панацея авторськаколонка …,0
e commerce зрада несостоявшаясяперемога невсётакоднозначно крутитьнаждак,0
edcamp ukraine дякую нашій команді марина пащенко olena malakhova iryna minkovska олег марущенко,1
edcampukraine крона фондбьолля мон імзо сінергія,1
edcampukraine крона щойно познайомився з учасницями та учасниками унікального освітнього проекту з,1
egg impos from ukraine to israel halted after salmonella found,0
elzara abduramanova я тут в крыму это еще один оффшор нашла,0
euromaidan justhoholthings,1
europeanpravda про що брехали з трибуни депутати коли розглядали безвізові закони єс …,0
eurovision ex australia pm aims apparent barb at russia джамала україні,1
even jesse knows that it is fuckin kyiv thenbhd…,1
faa продлили еще на 2 года notam запрещающий летать в вп fir ukdv и ukfv,0
facebook 207сповіщень про вконтакте платтячка сандаліки тотальний sale картінки з котіками спакойствіє йопта,0
facebook забув про руинушку картинка,0
facebook предлагает зафрендить вадима новинского ещё одна в этом дне,0
farevell подкидыш новости политика одесса покаещеукраина ихнравы,0
fb в кривому розі сьогодні міськрада провалила перехід на система електронних державних закупівель prozorro,0
ferrari і lamborghini йдуть з українського ринку,0
fight украина саакашвили аваков политика,0
first they turn off ukraine today then ukraine pm turns himself over,1
fixed про те що німеччина готує напад було детально відомо однак сталін вважав що це,0
follow please ������������������ ➡ ������������ ������ چنتل_مان йошкинкот ёлкин,0
forbes считает что проебалтов надо выгнать из нато американцы задумались imhoclub территория особых мнений,0
forbes украине не брат украинствоэто мыздобулы,0
ford focus гбо,0
ford с мах газ,0
foxnews большинство кандидатов в президенты сша отказываются нагибать россия как по американски,0
freesavchenko interrogated in kiev security service for undermining territorial integrity of ukraine ч…,0
freesavchenko — почуваюся вдоволено,1
fujikura откроет во львовской области второй завод,1
gas balances in ukraines underground storages 8 7 bcm germany 10 8 bcm via,1
ger 2 0 ukr peremoga ������ сугс,1
gerukr да моменты были но игра скукота возня немцы не хотят хохлы не могут,0
glory to ukraine,1
glory to ukraine spo,1
good morning ^^ ukrainian staup mobalytics wins staup battlefield disrupt sf 2016,1
gooduabanknews украина разместила евробонды по самой низкой в истории ставке,1
google агент кремля україна гугл,0
google вернул крымским городам прежние названия,0
graham w phillips ватный журналист англичанин славивший новоросиию и днр немножко удивлен,0
greatbritain ukraine порошенко,0
great москали sosnooley,1
history wwii y1943 упа укры з44х 29героїв українців полягло в бою проти1500нацистів 540х200 і 700х300,1
honda civic гбо,0
honda crosstour на газу,0
hyundai grandeur гбо,0
hyundai i30 на газу,0
hyundai ix35 гбо,0
hасследование о перспективах успешного бизнеса в нашей стране агросвит,0
if you have evidence of hyper corruption share your info w police pgo instead of spreading over twi,0
i hope he wears his ������ перемога,0
i liked a video from у львові випробовували,1
ilike смотрите сезон в сериале ничегонеменяется,0
informnapalm нашел в рамках opdonbasleaks информацию про в стане врага russia,0
informnapalm терориста із фсвп рф в суперечці про конфіденційність,1
international christmas traditions by chapmangamo оце,0
ioc wont let whistle blower stepanova compete  rio2016 lying never pays off dopingscandal,1
irina  мажоров убивающих людей на дорогах как не садили так и не садят и плевать на резонанс в обществе,0
it перемога переходящая в зраду знаетеливышо науковаперемога всесразудосталикошельки,0
it тепер вводити зароблені гроші айтішникам буде легше лишилось лише створити умови аби тут їх,1
it шники бегут из украины подумали юристы juscutum которые it шников любят и решили что то,0
i тут вони порошенка на них нема зрада окупант voda склянка zrada treason glass water by cynical_m…,0
i тут вони порошенка на них нема зрада окупант voda склянка zrada treason glass water славянск,0
jaanika merilo на сегодня примерно в 12 00 закончилась хроники зрады и футбола в одном посте,0
jamala evrovision2016 ukraine радість щастя гордістьукраїни націє ми…,1
jamala ukraine eurovision pride україна джамала гордість першемісце щастя win,1
jamala ukraine eurovison2016,1
jamala джамала євробачення,1
je suis korban видео вечеранахуторе страна404,0
jrijjyy08akrzl8 youtube порошенко показал свою физиономию кто бы сомневался секта ахуела,1
kerchnet 29 марта снял видеоролик как продвигается стройка века видео невсётакоднозначно крутитьнаждак,0
kia spoage гбо,0
kissfm україна взагалі з дубу впали рекламують sensation у москві що ж це таке робиться,0
kristinag30 росію демотивують будь які перемоги україни зміни україна росія,1
kutiepov емоційне позитивне відео незрячі дізнались що кмда не вдалося відсудити в них приміщення…,1
kyivpride kyivpride2016 маршрівності страна404 небеснасотня вертится в гробах ������������,1
kyivpride suppo finally on level of govt officials ukraine,1
land roverы на которых оккупанды собрались пройтись по заповедникам крыма уже припаркованы у гостиницы масква,0
lane splitting is legal in california,1
leshchenko  еще закрыли дело против кацуб пособников курченко расследовал,0
lexus gx 470 газ,0
life стає lifecell,0
lmf2016 стенд про успіхи регіональних змі а вже з 20 хвилин говоримо про проблеми ну нарешті почали про,1
lol какие неуважительные онижедети в сша ������,0
look at all this,0
makeiev цікаво більшість коментарів на дописи в мережі всьопропало образи а чом би не сказати шось на підтримку bepositive …,0
mariupol маріуполь мариуполь трамвай tram маріупольці і усі небайдужи до українського,0
mars hopper здобув у конкурсі nasa,1
max гондон из харькова собрался на хуйовый трип пр науки 45 1,0
mefimus у нас есть небольшая на востоке о которой мы не рассказывали,1
mefimus это маленькая над смертью если помните на свой день рождения я собирал деньги на нужды 12…,1
mercedes gl 450 установка гбо,0
mercedes ml 350 установка гбо,0
mercedes s class гбо,0
mercedes установка гбо,0
mex хорошие гастролеры к нам надо пригласить а то все кто то не врубается шо майдан,1
mh17 могла сбить только украина — голландская,0
microsoft тролит хохлов,0
microsoft тролит хохлов или мне показалось,0
militarystream продовжує рубрику антологія зради даємо головну зраду лютого цього року інфографіка зсу…,0
mitsubishi lancer на газу,0
motorola выпилила функцию помаши над телефоном чтобы выключить будильник в 6 0 мою любимую сволочи,0
n 2,0
n2 специально для тех кто говорил что е декларации для узаконивания наворованного,0
necro mancer  просто читаю и плачу,0
netflix пришел в украину месячная подписка стоит 7 99 евро первый тестовый месяц сервисом можно пользоваться на бесплатной основе,1
netherlanders voorenverder takisja,1
news ua журналистов миротворческие поиски врагов народа,0
nissan murano газ,0
nissan x trail на газу,0
№ 1 brexit чи савченко,0
№1 в україна,0
№1 как порошенко крымским оккупантам супер кран слил,0
№1 как порошенко крымским оккупантам супер кран слил antifashist,0
№1 как порошенко крымским оккупантам супер кран слил большая неприятность движет…,0
№1 как порошенко крымским оккупантам супер кран слил большая неприятность движется из керченского,0
№1 как порошенко супер кран слил,0
№2 экспорт партия машин оао газ поставлена водоканалу харькова на украине с помощью,0
not exactly profligate how much has the imf really given to ukraine,0
obozrevatel_ua украинский телеканал забыл что крым это украина,0
oh carry on богхохлов мыздобулы страна404 крутитьнаждак,0
pavlo nuss где они где их,0
pavlo nuss зато сказал правду то что думаю а не то что хочет слышать,0
paypal будет работать на кубе,0
paypal в украине пока не предвидится — итоги встречи компании с нбу,0
paypal зрада paypal разрешитепроцитировать україна экономика украина,0
pepsi cocacola чому ніхто не переймаеться pepsi,0
pepsi cocacola чому ніхто не переймається pepsi,0
peugeot 208 гбо,0
polish official claims egypt sold warships to russia for $1 ар это нее*ическая,0
poroshenko zrada panamapapers hokusai offshore хвиля mediacomics,0
pressconferenceporoshenko вчера khatia dekanoidze избегала прямых ответов на вопросы а сегодня сам,0
prototype картинка концептуальнаяперемога знаетеливышо згiмномнавустах,0
prozorro 1 серпня день якого боялись всі корупціонери адже саме сьогодні згідно з новим законом,1
prozorro перемогла у престижній міжнародній премії в сфері закупівель world procurement awards 2016,1
prozorro помогает экономить но есь тут и капелька зради по е дате мы увидели странные движения на,1
putin win крутитьнаждак богхохлов несостоявшаясяперемога,0
putin путин сугс ато украина,1
référendum aux pays bas la victoire du  non  nouveau signe de défiance contre l’europe,0
regram borotba_trivae кастрюли таки умудрились натянуть сову на глобус я щетаю,1
rio2016 финал женского фехтования на саблях россия украина победа або,1
rivne верес футбол буковина першаліга рівне1 першиймісцевий стартували переможно рівненський нк,1
rivne рівне верес футбол немає нічого неможливого для рівненських футболістів [відео],1
rivne рівне верес футбол розгром у горішніх плавнях верес переміг з рахунком 6,1
rivne рівне верес футбол рівненські футболісти знову перемогли з вражачим рахунком [відео],1
rivne рівне верес інгулець футбол рівненський верес всуху розгромив інгулець з петрового,1
rivne рівне дзюдо спорт рівненські дзюдоїстки здобули 4 нагороди чемпіонату україни,1
rivne рівне конкурс тролейбуси рівненське тролейбусне управління найкраще в україні,1
rivne рівненщина чемпіонат здолбунівчанка стала чемпіонкою світу,1
rivne рівне паралімпійці медаль спорт рівняни продовжують здобувати перемоги у ріо,1
rivne рівне регбі збірна рівняни у складі збірної україни з регбі перемогли збірну чехії,1
rivne рівне росія спортсменка змішані_єдиноборства рівнянка перемогла у двобої росіянку [відео,1
rivne рівне сумо дівчата рівненські сумоїстки перші в україні,1
rivne спорт шахтар ліга_європи український шахтар переміг португальську брагу у лізі європи,1
roman burko 2 hrs · немного юмора и из ордило министерство информации лнр заставило,0
roshen выпустил в продажу конфеты мандавошки крутитьнаждак,0
roshen продає фабрику в липецьку,1
roshen ������������,0
rotenberg  вы ганапольского скоро до инфаркта доведёте своими опросами,0
rpr_ua verkhovna_rada ухвалила ключові законопроекти №2009а д №3259 №3603 які запроваджують стан…,1
ryanair веде перемовини зі львовом wizzair хоче відновити всі рейси по україні,1
sale по украински продолжается новости украина,0
siri рабыня путина,0
snoopavision в ютубе это конечно,1
soooqa если они не перестанут дербанить страну скоро от нее ничего не останется,0
sos help repost retwitt,0
spiegel зрадные зраднюги не скачут и бандеру не любят а це,0
sprotiv  гепа піариться кернес україна украина ато донбасс зсу,0
sprotiv  слава героям упа ветерани майдан україна революція порошенко,0
sprotiv  якщо згоден репост україна россия сбербанк гривня,0
sprotiv  яценюк у демократичний спосіб владу не віддасть порошенко україна,0
sprotiv  і чого ви до тої кока коли причепилися рошен порошенко,0
sprotiv бариги крим донбас порошенко яценюк україна,0
sprotiv бариги що торгують україною україна яценюк майдан корупція,0
sprotiv донбасом керує окупаційна адміністрація з уряду росії донбас ато,0
standwithrussia полк_азов війна широкине ато украина крым плен война ukraina kyiv lvov путин,0
stepan klimov  бути аватаром в зсу тепер невигідно,0
suka blyat ,0
sumy konotop ukropia display of ukrainian military prowess— strela sam conveed to asm in 4 seconds,1
tato alex  ахметов спутник революции порошенко,1
telegraph боря джонсон скрепил сближение москвы и лондона телефонным звонком,0
tendermaster говорит в гос пенитенциарной службе будет все прозоро подписан меморандум о закупках через систему,1
tesla3 машина гарна а замість радіаторної решітки пусто така що аж теліпає це якби тьолка класна i без цицьок,0
thanks to eu association ukrainians now work in foreign high wage country iran euromaidan,1
the economist заявил что не может печатать на обложках недоразвитых президентов недоразвитых стран,1
the government is lying to you рошен правийсектор,0
the latest russia ukraine daily,1
the light of sheer brilliance and victory ⚽️⚽️⚽️ боротьбатриває,1
the reaction from the son of hauptmann shukhevich  the infamous butcher of wołyń is telling ������������������ …,0
the return of the walking dead yanukovych cadre vilkul takes the oath as kryvyirih mayor ukraine,0
the wall street journal европа ищет способ слить украину росси,0
